danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	id	duration_ms	time_signature	genre
0.692	0.956	11	-3.951	1	0.178	0.000997	0.494	0.252	0.167	174.045	0nEeAGQIFWf7xadpqJmywu	210345	4	dubstep
0.868	0.567	8	-7.27	1	0.187	0.439	0	0.0947	0.697	138.049	4LmN889VhPSNg9N6q6805g	173913	4	chicago rap
0.58	0.778	9	-6.75	1	0.0303	0.00207	0.0863	0.376	0.379	145.023	6gEIkN8SSg8hp4NENkyYFA	332333	3	hard rock
0.443	0.844	8	-5.873	1	0.0626	0.0015	0.000615	0.141	0.238	170.141	0ZvKkulRYWDCheU3Wb9yFY	173754	4	hardstyle
0.714	0.51	8	-10.697	0	0.0338	0.0595	0.337	0.0786	0.52	129.929	7e1PouxcvDYtzhTARtOFlL	241597	4	bedroom soul
0.696	0.897	9	-6.691	0	0.0576	0.00142	0.017	0.339	0.731	123.052	6PfQLYhSMr3ryxbloW53G9	226600	4	australian pop
0.51	0.814	3	-3.766	1	0.0406	0.112	0.343	0.169	0.512	119.051	2rOsZbCZxH7P4mvuiBIgoP	428627	4	australian psych
0.508	0.679	2	-4.957	1	0.0325	0.0738	0	0.196	0.521	114.966	2wxUXlPQSloOq0SGetICXD	232233	3	gospel
0.755	0.777	6	-6.724	1	0.053	0.00734	0.177	0.0978	0.0931	128.015	0zu6VMCOb3ZrvbiCRUIDab	380625	4	electra
0.582	0.684	2	-7.513	1	0.0346	0.143	0	0.097	0.341	112.91	5nBWDx0Rri3fMDvjFrljqk	189650	4	vbs
0.753	0.844	1	-6.87	1	0.322	0.269	0	0.286	0.778	119.915	32stKldyfmztWCdqas0WYi	166375	4	abstract hip hop
0.391	0.808	9	-7.771	1	0.0566	0.0875	0	0.36	0.243	141.997	1HZyjvS3zreDgv6r1WLIyM	391494	4	ccm
0.606	0.643	5	-3.438	0	0.0608	0.0728	0	0.11	0.752	169.847	4Yhx7H7UOXbwsyXwm8ASm7	146824	4	arab pop
0.577	0.849	7	-4.363	1	0.402	0.28	0	0.599	0.78	89.467	0pcCI8w8ZMfdkExkpZlWA5	830647	4	battle rap
0.511	0.156	8	-23.837	0	0.0435	0.991	0.944	0.108	0.198	76.045	540xJtdKZQnBvLe3iNdsV5	167961	4	piano cover
0.875	0.519	7	-9.29	1	0.492	0.0851	0.792	0.409	0.0402	125.086	0OJRXR6iupVvzeyZn7yubZ	153652	4	guaracha
0.423	0.72	11	-4.753	1	0.064	0.0286	0.000219	0.148	0.433	176.959	2fMUHAZoqHjscGlC8NVzqX	263693	4	british alternative rock
0.646	0.854	0	-4.238	1	0.0375	0.113	0	0.165	0.372	125.936	5J8Ky3NNT98Z8Mp1YQTDCZ	223333	4	dance pop
0.207	0.0854	2	-19.104	1	0.042	0.976	0.923	0.0663	0.138	199.771	5431KRbZtVF3tVgMR1lIYS	622227	3	classical
0.31	0.0633	2	-18.325	1	0.0549	0.978	0.000366	0.301	0.283	89.064	6TEHN8Xl4gACZ3RxuSmHGB	253320	4	classical
0.632	0.556	11	-9.669	0	0.233	0.125	0	0.109	0.231	159.815	5KLkY1MUOErL1Fj8xrfHAQ	144379	4	chill r&b
0.474	0.92	2	-4.402	1	0.0461	0.0566	0.000258	0.196	0.475	102.975	3HmD0FeAN1kuJeeCPMEDle	230945	4	pop rock
0.519	0.892	10	-2.589	0	0.124	0.00111	2.47e-05	0.0705	0.564	91.997	5zlKsrY22S5285QKTBNaDX	217333	4	anime
0.606	0.449	11	-9.975	1	0.0263	0.635	0.00072	0.107	0.348	130.991	726E9Bz9YOJUD65r155ZXQ	289000	4	indie folk
0.551	0.812	7	-4.836	1	0.03	8.07e-05	0.569	0.0887	0.671	110.027	4OEuygzxkwbn5nDx1bpf3h	187075	4	album rock
0.77	0.858	4	-5.973	0	0.296	0.14	0	0.375	0.886	154.041	0uCUzjyBMFSmllCqK1Sm7r	192585	5	maga rap
0.33	0.298	10	-10.891	1	0.0321	0.678	0	0.105	0.461	81.545	6MoMWPnwZSgTEfxN0juYg0	204398	4	channel pop
0.716	0.689	11	-6.628	1	0.0957	0.0218	4.41e-06	0.101	0.652	112.056	3CHcHGHcS1RggaRsWPnMDO	186562	4	swedish pop
0.639	0.742	4	-8.51	0	0.0451	0.284	0	0.132	0.864	133.763	25FuqC87FsbRm4jx4X3ASE	254720	4	c-pop
0.875	0.667	9	-8.321	1	0.0743	0.0345	4.58e-05	0.0738	0.702	111.015	2Z1fmITgFG1R7risWiMktP	278919	4	psychedelic hip hop
0.297	0.935	11	-2.188	0	0.0754	0.0251	1.09e-05	0.157	0.147	112.57	4WCjWUQGf66gxE6Re95Brp	316800	3	classic hardstyle
0.41	0.876	8	-4.528	1	0.315	0.0201	2.32e-05	0.069	0.0871	155.144	6YwBd9LIpIb12swAydBS7n	366290	4	classic hardstyle
0.68	0.295	5	-10.805	1	0.235	0.958	0	0.455	0.463	98.139	2nuqXGEaqdrji38aNKotkT	42038	4	otacore
0.77	0.673	10	-7.137	0	0.0468	0.000658	0.551	0.0312	0.194	126.002	1UOrERShvgjfbdvbZ0OCbW	304763	4	bass house
0.231	0.28	0	-19.806	1	0.0449	0.732	0.898	0.0838	0.0374	72.968	6t3w4yBR0Y1CxSNCh5EgDZ	325680	3	ambient guitar
0.59	0.773	2	-6.198	0	0.0616	0.0519	0	0.11	0.408	77.362	583gAp1xTgua0aTUaBjKF1	206095	4	cancion melodica
0.613	0.986	4	-1.843	1	0.488	0.00485	0.000779	0.559	0.604	150.04	5EgnghAlKcFSpDGypc0gMm	173600	4	electro
0.392	0.506	1	-3.453	0	0.0539	0.183	0.0977	0.111	0.0923	120.257	3JihntH4boGn1d6IkGqqSy	158267	5	glitchcore
0.88	0.585	8	-7.716	0	0.0545	0.412	0.0504	0.133	0.426	139.979	7tizLkTwJTupn2oculeesR	118286	4	phonk
0.41	0.972	1	-4.354	0	0.113	4.95e-06	0.948	0.288	0.19	114.88	1MsQyiZmNyCGBVzWgrVyqI	175839	4	otacore
0.544	0.148	0	-9.864	1	0.0778	0.539	0	0.178	0.702	188.412	2K11ZGh3lETedHrDJ5H2OU	205193	4	contemporary country
0.242	0.973	8	-4.739	1	0.148	2.57e-05	0.82	0.121	0.369	148.095	1ce1hNtmptNCrbqkSJ6S9K	505147	4	hard rock
0.887	0.456	0	-8.547	1	0.0803	0.0598	0.00495	0.0308	0.768	129.976	6ywSF3o1SjDcmP6hSqTGF6	126653	4	hollywood
0.816	0.668	1	-11.125	1	0.0913	0.552	0.892	0.103	0.602	135.021	6GY7o6eYBSpT2s3VJbOqmF	234222	3	drift phonk
0.617	0.6	7	-12.783	1	0.0283	0.137	0	0.221	0.807	136.138	5lxTP8BSGruXVMX15VtFIp	203038	4	latin christian
0.631	0.92	5	-4.551	0	0.0384	0.0813	3.4e-05	0.148	0.582	124.974	0wgMBe5KO3Oz1gWWWdhT5D	173325	4	deep groove house
0.478	0.388	2	-8.757	0	0.0314	0.221	4.35e-05	0.095	0.0558	90.074	4g4blBuFEYtfv0Csqswr7C	210667	4	bossbeat
0.288	0.479	9	-9.506	0	0.0485	0.178	0.00324	0.079	0.164	69.986	5rdhlwd5nFSEAmK994GAjb	257143	4	candy pop
0.294	0.683	7	-6.14	1	0.0363	0.0301	0.00901	0.357	0.229	167.654	5qYgHPz9BgMnuIbAFRrZiD	307813	4	irish rock
0.343	0.0451	4	-22.942	0	0.0479	0.993	0.922	0.103	0.134	70.478	5GFPmoCDcfnGL36ojE6ohq	216047	4	classify
0.829	0.544	6	-8.46	0	0.256	0.0158	0	0.171	0.7	164.101	0PTTlNKYWHANJcWLQJswYA	95106	4	memphis hip hop
0.786	0.685	0	-8.447	1	0.0305	0.443	0.00673	0.351	0.722	109.32	1gRFit2OcumxYZ6f1wbVAT	232594	4	swedish synthpop
0.805	0.87	7	-8.803	0	0.0686	0.305	7.7e-06	0.0606	0.909	89.981	5GAkzWyhYfI7hgPtaDSHv7	284195	4	classic venezuelan pop
0.646	0.602	10	-6.813	1	0.0474	0.155	0	0.176	0.191	89.949	2cUFUwp0rNZFPj8kQouMPA	211526	4	mandopop
0.539	0.745	9	-7.854	0	0.0278	0.451	0.000235	0.103	0.779	99.901	6h20Y04ptdWtX3UU1FT1gD	288160	4	manguebeat
0.473	0.957	11	-4.412	1	0.0471	0.0049	2.3e-06	0.32	0.696	154.067	0b7EsnZ7OZCCxVW9j1trop	282324	4	super eurobeat
0.666	0.921	9	-5.462	1	0.138	0.226	0	0.15	0.723	120.03	7gKs1zCe0oSzpBjNyvdMIP	215960	4	electro latino
0.552	0.817	5	-5.338	0	0.0465	0.047	0.524	0.0915	0.509	174.013	1SGAKhk4L8XbHCp8oAtzVt	286000	4	chillstep
0.816	0.682	9	-6.048	1	0.309	0.0188	3.85e-06	0.118	0.471	146.011	1iej9W5YF3ONfUHQTcHI86	158242	4	alternative r&b
0.296	0.778	0	-7.889	1	0.0608	0.0193	0.773	0.332	0.186	169.695	7CrWyrb9ueT6koXfBABJJJ	386584	3	contemporary jazz
0.538	0.77	2	-9.23	1	0.0567	0.0214	0.825	0.134	0.0309	94.0	0eC8otaIkta7JKZ53UC6Ux	316804	4	dark clubbing
0.37	0.975	6	-4.164	1	0.107	0.00816	0.698	0.214	0.0712	125.962	14jzucHhmoUhlzhWeQNAV6	192381	4	big room
0.613	0.995	6	-4.959	0	0.0466	0.216	0.77	0.21	0.293	107.971	7BaoPkMMPX5LwdyyUSByKe	222222	4	cyberpunk
0.307	0.936	8	-5.806	1	0.0813	4.99e-05	0.0638	0.563	0.363	198.197	3eNgUOvq4q0ccdVIjxLgLe	86806	4	digital hardcore
0.488	0.43	5	-11.371	0	0.0352	0.822	0.836	0.184	0.587	106.711	3QZUeCYGIMvoOohTDGaqSp	156734	4	bebop
0.763	0.826	11	-9.075	0	0.0342	0.000191	0.0651	0.0868	0.865	122.533	6nLXnqhVpNLiL41uImEvJM	398733	4	italian disco
0.595	0.722	7	-6.916	1	0.0455	0.571	0.00205	0.363	0.336	87.046	1Z2ZDO94ge4jx8oPE2FDEr	349952	4	classic city pop
0.779	0.935	5	-5.866	0	0.24	0.038	0	0.59	0.865	165.85	3kuXmMSeMPl2GztP91Y1MD	110175	4	dark trap
0.377	0.416	0	-15.447	1	0.0337	0.233	0.000158	0.638	0.437	88.352	7mmlzZda2RRagJ7gBdydjg	315333	4	psychedelic folk
0.551	0.47	9	-8.698	0	0.0313	0.545	0	0.161	0.386	111.796	5ZZm2yxaR7HG9KeGPKqVW8	302147	4	classic bollywood
0.637	0.797	8	-6.046	1	0.187	0.0166	0	0.133	0.485	129.776	3zB1hZ2Lg0u7s5Ejkw7GGX	137867	5	detroit trap
0.557	0.331	5	-10.184	0	0.0269	0.786	0.0026	0.0743	0.506	108.208	2xrpJezRvcgajTFSE3vDcX	357697	1	bhajan
0.483	0.349	7	-9.028	1	0.0283	0.153	0	0.214	0.743	132.057	1vqZyZ5lidDFBE0Jfa9sLq	121013	4	acoustic punk
0.573	0.581	10	-12.895	0	0.105	0.00847	0.000959	0.328	0.724	147.013	1t43fKlTQt96rRSYFAAGNz	237898	4	reggae rock
0.501	0.533	8	-4.715	1	0.0384	0.932	0.00362	0.0642	0.442	119.062	73sQ8REIBnQfqg6ZHAgfoz	202757	4	chamber pop
0.772	0.586	0	-8.506	0	0.237	0.244	1.84e-06	0.0873	0.473	95.048	2OazFN4VRGMQe09Z71Yqqa	185323	4	rap espanol
0.464	0.386	2	-9.189	1	0.0385	0.837	0	0.207	0.351	89.801	6ZBcSFnH5j8OPwRNY2pQOg	343813	4	brazilian rock
0.671	0.806	0	-4.088	0	0.221	0.242	0	0.115	0.154	133.592	7nFta4LZyL0MTDDqbjiQW2	116600	4	argentine hip hop
0.846	0.774	5	-6.359	0	0.0425	0.252	6.1e-05	0.0705	0.965	121.998	55TfPKgtkovhAtDyqIMiEL	235080	4	italian disco
0.729	0.241	3	-12.365	1	0.092	0.686	0.9	0.0914	0.429	84.025	6EVXav7PpluZ2F3xVVCxzh	163447	4	chillhop
0.711	0.946	0	-4.303	1	0.158	0.0147	2.54e-05	0.0779	0.544	99.974	20Cq38WdpKCscYtTPTZy0J	293875	4	funk rock
0.248	0.447	1	-9.405	1	0.0367	0.0534	0	0.312	0.0727	98.751	7CF5LTcYYchuzjBEqigIAj	126641	4	australian pop
0.321	0.601	4	-8.328	0	0.043	0.252	0.000565	0.957	0.327	161.82	6zy192eHR0jvYzKzVQs2qL	376555	4	saskatchewan indie
0.301	0.985	1	-11.605	1	0.478	0.766	0.000202	0.641	0.0104	157.12	7mxFrMPSny84bnr3DtYMGe	186272	4	new jersey indie
0.562	0.0429	2	-21.516	0	0.0708	0.993	0.945	0.119	0.264	111.163	6q4yJfdPmQh5OkzJHrj538	134302	3	compositional ambient
0.534	0.789	7	-5.002	0	0.0278	0.126	0	0.309	0.642	116.672	5HVtc5nr6mjMy52J6WeFol	216908	4	punk
0.667	0.803	8	-5.327	1	0.0667	0.194	0	0.0849	0.42	170.069	13ldRHqXsxvnHdsfGahK4O	245000	4	greek pop
0.449	0.733	9	-7.006	0	0.0396	0.000862	0.922	0.0911	0.0593	124.995	7682ZaKksp9zQnpfDkzysj	204919	4	disco house
0.426	0.624	8	-4.441	0	0.0333	0.738	0	0.346	0.432	171.868	6d4MZsxugjJJ0lNm2AgHpy	209389	4	chill r&b
0.746	0.488	1	-6.309	1	0.0911	0.162	1.4e-06	0.125	0.614	106.038	0NXV6jrvQIpAdZeW9HGvAw	309814	4	anime
0.537	0.941	4	-3.582	1	0.0632	0.0227	0	0.302	0.586	140.06	5XWtxqlb6RlJi4LF3uGxb1	184554	4	contemporary country
0.745	0.325	10	-13.344	0	0.12	0.0762	0.693	0.115	0.575	86.45	4NlzU2PHUgCDuaTt3DI2ra	176808	4	lo-fi beats
0.394	0.42	7	-6.892	1	0.0281	0.841	1.57e-05	0.139	0.317	148.488	5aB9F7Ku4KwzuvEmQqXnPI	205000	4	c-pop
0.72	0.609	2	-7.552	1	0.346	0.0157	0	0.0947	0.405	149.89	2HVxJRPSq0gwXiOOlgbyXo	184011	4	nyc rap
0.511	0.221	8	-15.902	0	0.0601	0.787	0.9	0.111	0.504	118.092	7MEOwrhgFZbL0lb1HH3gml	146705	1	chill out
0.532	0.941	8	-3.829	1	0.121	0.0034	0	0.286	0.371	144.008	4Rge4jfQPSkm4YkjWvotJT	219083	4	comic
0.485	0.715	8	-6.783	1	0.0674	0.0101	0.0757	0.321	0.256	81.955	7gwW5uEYae39PdL7zFStL9	518252	4	ccm
0.672	0.396	10	-8.468	1	0.0335	0.885	0	0.98	0.25	109.035	1ecJjQT2Y6c6m5n14vt7u9	195338	4	pop
0.776	0.915	1	-3.955	1	0.255	0.188	0	0.273	0.68	105.026	6bFNrPFqEfK6r7gRSHksyW	180571	4	dream smp
0.8	0.902	1	-3.518	0	0.0648	0.00377	0.265	0.123	0.23	124.002	64dZ50bQc770P34CkDdowh	186542	4	bass house
0.395	0.421	0	-12.227	1	0.0301	0.115	0.527	0.102	0.135	131.79	5AU6psoPKvjkfgISTSrbCS	246053	3	deep new americana
0.83	0.568	10	-8.394	1	0.0407	0.732	0.831	0.0441	0.962	118.431	7GvEcIzQRjYFpL4yqce0F5	173166	4	french jazz
0.719	0.557	6	-17.173	1	0.0496	0.982	0.925	0.099	0.801	126.693	7kvFGApAzBV22DwAdyyLuu	223903	4	art rock
0.502	0.734	6	-7.073	1	0.0663	0.46	0.000597	0.0695	0.821	158.082	6N8AtnRA7Rx0svrgZtafn3	213730	4	cantautor
0.798	0.604	8	-12.167	1	0.0862	0.036	0	0.961	0.509	96.037	5l5MmlrPtEGxkhDttuAI8C	229273	4	latin worship
0.6	0.316	8	-10.502	0	0.0496	0.176	0.921	0.1	0.51	80.066	7kjtYwsVC0FvR12hbLJ2s1	120457	4	chillhop
0.516	0.467	0	-6.184	1	0.0302	0.662	0	0.0853	0.386	132.861	1vPaFVYwBaI47DHigQHFPp	173307	4	alt z
0.591	0.432	7	-8.71	1	0.0254	0.205	5.42e-06	0.103	0.125	107.991	44ODdMjF3x4L5sdg24XVZ3	281960	4	glam metal
0.635	0.32	11	-14.815	1	0.0383	0.629	0.903	0.113	0.314	132.016	2lSVgGTwqoCVO0mzsgT15f	165619	4	chillhop
0.718	0.694	1	-5.76	1	0.163	0.329	3.07e-06	0.0535	0.965	152.973	5uj6nQbQNtKV3BKInIVbAU	205000	4	anime rock
0.541	0.357	1	-9.624	1	0.0255	0.419	0	0.101	0.306	79.898	2wrIPLNaUfkjlUo8JqBigd	223533	4	classic italian pop
0.616	0.247	2	-11.679	0	0.198	0.148	0.931	0.0674	0.21	80.037	4htmzl9KY1N7ZS7gpshoAF	168268	4	chillhop
0.66	0.84	9	-4.833	1	0.293	0.00965	0	0.35	0.59	124.016	6887guU4Q7aVTTIQrmqiiC	189687	4	viral rap
0.577	0.549	1	-14.355	1	0.0318	0.829	0.881	0.0848	0.0502	118.015	0KlKYTupXUKaqAH8tQEp0m	201356	4	uk dance
0.592	0.889	3	-7.477	0	0.0462	0.0066	0.493	0.216	0.587	119.995	72Fwyj9tBVsSTVLbMe3T8R	356066	4	funky house
0.419	0.902	3	-7.656	0	0.0657	3.07e-05	0	0.206	0.312	141.83	6y83RRW0DtYFtGwIBQFSzl	235213	4	german metal
0.245	0.21	1	-24.612	1	0.0616	0.882	0.908	0.113	0.0247	54.399	6rwd5o41VlUNwtW22N3tD6	110000	3	white noise
0.376	0.616	4	-9.201	0	0.0586	0.000945	0.00232	0.249	0.651	76.448	7nstOMU8yrujqnKXCGslvh	100392	4	experimental hip hop
0.349	0.96	1	-3.596	1	0.112	0.000862	0.0758	0.399	0.27	169.982	2bld5oTLHmItsc74Wz15qQ	334139	4	edm
0.759	0.284	9	-13.825	0	0.109	0.982	1.09e-05	0.0841	0.814	93.704	7t1G99WL9EwCX6QQlUy0mx	140840	4	swing italiano
0.678	0.627	8	-7.862	1	0.0305	0.658	0.429	0.0848	0.783	112.028	2qNlRCj3aYS5sx4XA89L8w	237080	4	smooth jazz
0.482	0.194	0	-12.476	0	0.0298	0.856	0.000151	0.725	0.224	135.399	6oXL8AqdgRPVaRLvzLcD7h	210813	4	folk-pop
0.527	0.435	4	-10.559	0	0.0627	0.736	0.949	0.107	0.125	83.988	5CKgsL05PRyRMzEygf7rG5	170022	4	chillhop
0.744	0.335	6	-9.487	0	0.166	0.762	0.444	0.104	0.229	87.858	1y7ddkTYqIMX0EgzjjtX55	133000	4	chillhop
0.401	0.732	5	-6.356	1	0.0747	0.445	0	0.276	0.893	68.097	2SXSGHmGUm88mtvK3GROf8	175114	4	corridos tumbados
0.788	0.701	10	-8.948	0	0.116	0.00102	0.000212	0.0817	0.384	101.004	6tM8U3ssiYoxV8quD5V5yj	214763	4	j-rap
0.273	0.984	4	-5.065	1	0.127	0.000508	0.0928	0.324	0.432	136.516	2SUasDLNERhI1pHlaUkQyn	177293	4	chicago punk
0.442	0.197	0	-9.492	0	0.127	0.851	0.869	0.104	0.267	168.844	4zSw67dsUZHyPAwfc5Gl5Z	159276	3	jazz boom bap
0.695	0.134	0	-12.36	0	0.043	0.907	0.825	0.127	0.108	128.028	5KZDxzMmehcjp0zlUUNGsv	187148	4	lo-fi beats
0.619	0.626	11	-6.853	0	0.307	0.126	0	0.592	0.289	114.056	0zoyXl2r0bMc425cS4f1Zd	186484	5	dancehall
0.653	0.985	8	-1.072	1	0.22	0.0808	0.00261	0.143	0.299	150.068	37NLfjXElUsgphddMSvUdc	217600	4	dubstep
0.691	0.895	4	-2.807	0	0.0302	0.392	9.26e-05	0.0854	0.824	87.01	0LnHSoInxXfWIHras0DQ6a	319792	4	latin arena pop
0.844	0.565	4	-7.075	0	0.167	0.647	6e-05	0.063	0.0767	103.877	5Ys1fBry92HBc0FBoGEgNZ	158746	4	alternative r&b
0.311	0.995	9	-2.016	1	0.23	9.5e-06	0.0301	0.136	0.276	145.735	1ocCutX7UDP4fvG2mkOvP4	259816	4	alternative metal
0.437	0.973	10	-2.325	1	0.233	0.00292	0.00197	0.155	0.334	164.945	1Jd19dCZBVbpQNMuAUntAK	163576	4	diy emo
0.893	0.93	6	-3.047	0	0.138	0.0491	0.035	0.0685	0.823	135.006	5mAQyL3DBWxpNtpBU4LL6m	194222	4	chutney
0.593	0.206	10	-11.775	1	0.0944	0.711	0.873	0.292	0.115	78.856	4iz1E2hsHhFniY7cb8Kf1U	178906	4	lo-fi beats
0.683	0.348	7	-13.628	0	0.0342	0.668	0.731	0.129	0.49	75.875	0v8zH7swIxvBzLxHwvLpl5	119034	4	lo-fi beats
0.623	0.416	8	-10.922	1	0.0511	0.547	0.786	0.101	0.555	140.037	4voGAjMP7J2BLCdQmVtWA5	123924	4	chillhop
0.937	0.391	7	-14.743	1	0.178	0.831	0.915	0.144	0.808	140.019	6GDE7BupovyidmK0Py8rB4	186910	4	chillhop
0.614	0.182	4	-18.063	1	0.0439	0.761	0.876	0.0754	0.193	154.036	4Uogitys1BIP9XCy57aQcB	125616	4	chillhop
0.704	0.337	9	-9.409	0	0.0315	0.929	6.93e-05	0.118	0.328	100.003	4kRZ3HS3mH4Kz7Ve8EfoZx	271200	4	v-pop
0.638	0.584	11	-6.575	0	0.0297	0.812	0.298	0.154	0.724	100.235	3k4ToWITmzpsJX7mbBwz35	236229	4	australian americana
0.777	0.256	8	-17.06	1	0.0588	0.839	0.649	0.0944	0.254	127.983	4zlANHizytGl0byBpFkoIN	198340	4	chillhop
0.676	0.792	2	-4.291	1	0.0377	0.000214	0.346	0.101	0.866	101.197	65IGYjWJG1Esvl5vA8UTqA	80405	4	chillhop
0.509	0.807	4	-8.443	1	0.0999	0.275	0.704	0.22	0.775	147.34	6aPySSZdGIxmVBTD7oQjCA	253427	4	art rock
0.757	0.898	10	-3.955	0	0.184	0.227	0	0.936	0.714	77.054	0TkATtawqUagLeIc33rr6X	145771	4	reggae rock
0.474	0.631	5	-5.884	0	0.343	0.0687	0	0.132	0.424	180.056	7s2aE3gsZfQOlkahTMuaHg	189323	4	chicago rap
0.693	0.84	11	-5.217	0	0.0597	0.00015	0.881	0.105	0.327	131.98	56DNCYjmHdaWpLaSm4qccK	334545	4	edm
0.575	0.881	6	-4.282	1	0.109	0.00307	5.97e-05	0.509	0.552	107.957	4azx3EytcCmacJ5pD5yUal	212226	4	alt z
0.8	0.742	8	-9.297	0	0.0979	0.473	0.791	0.11	0.686	75.876	7yohbo7JmAknHFOz4ad9nT	63243	4	lo-fi product
0.773	0.391	7	-10.597	1	0.483	0.552	0.239	0.306	0.773	77.5	5hlpccc7CpHpFQjn2zOaJo	115988	4	chillhop
0.519	0.959	4	-3.958	1	0.0563	0.00108	0.00013	0.138	0.708	110.509	4ysO9LNJ15ooPVS24hu5qw	185533	4	alternative rock
0.519	0.283	0	-8.641	1	0.0251	0.735	0.000262	0.412	0.129	70.006	0Uj8qlu6eTGKd6FIVGrwhZ	214286	4	toronto indie
0.631	0.389	0	-9.425	1	0.052	0.813	2.14e-06	0.12	0.425	80.036	4KGTBmvE3Khv2y145bO92p	193107	4	country rock
0.59	0.472	7	-9.303	1	0.023	0.317	0	0.0784	0.359	87.016	5w4HN8LRovhP7dP6xjGiTd	252360	4	europop
0.437	0.802	3	-7.099	1	0.0618	0.00459	0	0.0988	0.445	148.058	0AXJkw0zQDSN03vMevQYEh	271773	3	ccm
0.346	0.818	6	-5.593	0	0.0667	0.000319	3.33e-05	0.815	0.146	82.593	4KjGsYPDz6OiJmsyyGVTyW	271267	4	nu-metalcore
0.849	0.665	5	-12.669	0	0.309	0.377	0	0.0777	0.37	100.029	6c20SlMnkQk1QF2hTXWI3G	173610	4	san diego rap
0.7	0.689	7	-5.69	1	0.0415	0.25	0.00336	0.34	0.647	146.37	4kXoy0Pbw9Kr9uVD0ttpfF	269670	4	classic city pop
0.621	0.459	8	-15.593	1	0.0256	0.164	0	0.0442	0.912	101.989	4JDZ64wZcvF1ObcuDZ1LVQ	240000	4	irish country
0.603	0.304	8	-12.304	1	0.0692	0.768	0.758	0.152	0.406	75.039	6f7PIC8ZLNM96dTh8xTY5f	207718	4	chillhop
0.429	0.91	1	-1.948	1	0.0364	0.000329	0.552	0.106	0.295	175.992	2wJwCrie7euxtBIl1uZGXi	245114	4	electro house
0.676	0.754	1	-6.272	0	0.0448	0.00242	0.905	0.107	0.395	130.974	0fNPQfj9nmAgbzFfRv0bmm	285802	4	dark techno
0.585	0.88	0	-4.617	1	0.227	0.277	0	0.352	0.259	77.688	4Q8lyulZ8zWXJEwJEOLmOw	201568	4	redneck
0.713	0.858	1	-5.075	1	0.0325	0.0411	4.22e-06	0.855	0.883	134.03	1lzk3VCIOQPoom0FgcLbg7	191989	4	electro swing
0.607	0.735	7	-5.222	1	0.0284	0.00148	0	0.0705	0.397	145.979	2Qe4x6QJhUrlXpllPzwNSf	263427	4	alternative metal
0.599	0.125	9	-15.886	0	0.0597	0.205	3.06e-05	0.426	0.0737	102.63	3xi53olazOzO2UmrnMZjbt	200925	4	classic soul
0.699	0.652	2	-4.881	0	0.106	0.33	0	0.313	0.561	159.965	56InOzU7kKSRc5Z1hl60JB	154849	4	classic malaysian pop
0.578	0.856	6	-8.419	0	0.0304	0.00166	0.861	0.123	0.77	126.04	2FV6BzlfvBkr3nu1YBP2l8	149524	4	rhythm game
0.877	0.78	5	-5.816	0	0.0468	0.386	0	0.123	0.934	127.009	5wTxHTz8oaQOLDz0fI0X5e	243300	4	jawaiian
0.425	0.938	8	-6.223	1	0.0917	0.00254	0.0353	0.207	0.151	146.01	7uV7feIzEHk0TS1xWw4zwU	255238	4	german metal
0.255	0.163	0	-8.075	1	0.0348	0.877	1.87e-05	0.118	0.189	79.847	4Nk5zLRi4lmYpeJF7fpPwK	403213	4	korean singer-songwriter
0.724	0.373	6	-6.017	1	0.0592	0.516	0	0.0971	0.349	85.019	0YZMX0OivReI7cZqo3IdsS	299294	4	taiwan hip hop
0.516	0.941	11	-4.417	0	0.0357	0.000514	0	0.0768	0.888	170.025	4AYMc9ugGKHMv3ROxeyTa6	132893	4	bay area indie
0.849	0.523	5	-13.636	1	0.104	0.666	0.931	0.114	0.0556	98.999	5UE4eAuZwSeQR9es5X8IDH	136661	4	lo-fi cover
0.719	0.783	0	-3.902	1	0.128	0.0247	0	0.163	0.656	90.01	0ELBGoLRak3EWrrcVQoL5v	248333	4	la pop
0.531	0.31	8	-8.92	1	0.0522	0.412	0.0908	0.106	0.238	84.2	675SQS6E9PN07pr9uRi035	160037	4	folk
0.188	0.0737	0	-20.935	1	0.0404	0.969	0.801	0.105	0.0653	128.795	2CH0ZxlcIZnlNoyeIyNCBP	238109	4	instrumental worship
0.443	0.794	7	-4.714	1	0.0391	0.0216	0	0.092	0.495	81.093	4oA5fu5ZQNBjk9xoZ8ERzU	337627	4	anime
0.742	0.909	4	-2.868	0	0.0449	0.00881	5.24e-06	0.0469	0.606	97.998	3c4UOiB0Qoka9xC2jVUt0c	228289	4	pop rap
0.634	0.86	11	-1.867	1	0.359	0.19	0	0.111	0.733	141.135	7oWzMhT4jmC2cOV2m0OCCk	221864	5	afropop
0.598	0.929	2	-3.031	1	0.041	0.315	0.955	0.339	0.155	100.029	2tQMRQYlnvy0feZnNKtOXg	235294	4	gaming edm
0.488	0.458	5	-12.485	1	0.0382	0.507	1.21e-05	0.138	0.356	175.637	0qP5bYJajoawAHjUnmWqEj	420000	4	classic opm
0.744	0.905	4	-6.019	0	0.297	0.00103	0.012	0.197	0.227	150.004	0ToUx0V92KHcQRl4yuNnxU	171200	4	russelater
0.823	0.687	7	-7.284	1	0.0807	0.0909	0.000248	0.145	0.592	87.015	3CuCZo5XcwYTmoGio7GvD1	202173	4	jawaiian
