id	name	artist	genres	followers	artist popularity	markets	album	release date	album popularity	duration	explicit	popularity
33KD1qYwfZTJvdryYTXwEs	Black Summer	Red Hot Chili Peppers	funk rock,alternative rock,funk metal,permanent wave	18621914	81	128	Pop - Best of 2022	2022-11-04	2	232412	False	0
5ub63Nfk3fJMKiHTTC5rfq	Haitian Scarface	Kodak Black	trap,florida rap,melodic rap,miami hip hop,hip hop,rap	8639867	81	136	Rap Hits 2022	2022-11-04	4	145245	True	0
3ix9EC2WIHU1n8thJ0mhVE	Usain Boo	Kodak Black	trap,florida rap,melodic rap,miami hip hop,hip hop,rap	8639867	81	182	Hip Hop - Best of 2022	2022-11-04	4	186677	True	1
6WK4dKn2kwIrg8MiIImxWG	Something in the Orange	Zach Bryan	oklahoma country	768050	80	134	hits 2022	2022-10-28	18	228013	False	3
44BJizXrd5LTSZtlU4FEzc	Oklahoma Smokeshow	Zach Bryan	oklahoma country	768050	80	134	hits 2022	2022-10-28	18	211739	False	2
7oLhhAqzkFVpDOInFku3O3	Something in the Orange	Zach Bryan	oklahoma country	768050	80	128	Pop - Best of 2022	2022-11-04	2	228013	False	0
0mpL7kmz3vis1CUOBDAZwJ	Something in the Orange	Zach Bryan	oklahoma country	768050	80	132	All Out 2022	2022-11-04	5	228013	False	0
68hUOiZZK7LWYAMHekGqZw	Nerve Flip	Red Hot Chili Peppers	funk rock,alternative rock,funk metal,permanent wave	18621914	81	179	Alternative - Best of 2022	2022-11-04	1	186148	False	0
0J2lYyLiZZDoxts6hUbydN	Haitian Scarface	Kodak Black	trap,florida rap,melodic rap,miami hip hop,hip hop,rap	8639867	81	182	Hip Hop - Best of 2022	2022-11-04	4	145245	True	1
0RawOMvcOjpW8UodWH4lV8	Something in the Orange	Zach Bryan	oklahoma country	768050	80	182	Country - Best of 2022	2022-11-04	2	228013	False	0
4FdPOxUBzHQeZVT9uLWpJj	Million Dollar Baby	Ava Max	pop,dance pop	5682550	79	134	hits 2022	2022-10-28	18	184294	False	1
5tEqiWHTGmlVgLzAHS1Uwi	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	128	My Faves 2022	2022-11-04	1	190318	False	0
1YZUGWGNBip0vVlLLDXO3O	Million Dollar Baby	Ava Max	pop,dance pop	5682550	79	134	FALL HITS 2022	2022-10-28	16	184294	False	0
4Vwkd6YknaDAhIsKjdWco1	The Nights	Avicii	pop dance,pop rap,pop,dance pop,edm	22209275	79	95	Summer 2022	2022-10-27	9	178057	False	1
5JKwg8eKjFVoF9VXASbsm4	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	134	hits 2022	2022-10-28	18	190318	False	1
1QZqiHpTMVrbikNieXRgaa	Million Dollar Baby	Ava Max	pop,dance pop	5682550	79	181	Èxitos España 2022	2022-10-28	22	184294	False	5
1LQPYysIPIs29ILOjROyab	Life Goes On	Oliver Tree	alternative hip hop	1938763	79	133	Hits of 2022	2022-11-04	5	161803	False	0
5ZmjEw6DkKzWFhfGDyXn0A	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	133	Hits of 2022	2022-11-04	5	190318	False	0
1uZttsCrWFUZvbzf0F7SSY	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	179	Top Tracks 2022	2022-11-04	4	190318	False	0
51XHDjWAFlH3MOeDhBENSP	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	181	Pop 2022	2022-11-04	6	190318	False	2
1BYOz7stx4n14XSrw6p6Y3	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	134	hits 2022	2022-10-28	18	191822	True	2
0ggDRL6sC7VgqaDBOLgvgr	2 Be Loved (Am I Ready)	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	134	hits 2022	2022-10-28	18	187107	False	1
5bz95jWWLRUvNHZNDdEOOP	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	132	All Out 2022	2022-11-04	5	190318	False	3
2KHszcbh2Ym8ypJH17HzF8	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	181	Èxitos España 2022	2022-10-28	22	191822	True	5
5lzBzPrfbwDpDQgPmAqVcY	For My Hand	Burna Boy,Ed Sheeran	nigerian hip hop,uk pop,nigerian pop,pop,afro dancehall,dancehall	3732348,104581897	78,89	134	hits 2022	2022-10-28	18	159123	False	1
1xpPOmmeYEthln7BoVP3PH	For My Hand	Burna Boy,Ed Sheeran	nigerian hip hop,uk pop,nigerian pop,pop,afro dancehall,dancehall	3732348,104581897	78,89	128	My Faves 2022	2022-11-04	1	159123	False	0
2nK7AfQ6LMNpoACrrm9EQS	2 Be Loved (Am I Ready)	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	181	Pop 2022	2022-11-04	6	187107	False	2
1CzxbC9WECVQK9cqsiWe4Q	Her	Megan Thee Stallion	trap queen,pop,rap,houston rap,dance pop	7194611	79	134	FALL HITS 2022	2022-10-28	16	137107	True	8
2HlNh4FxmsyA75Du83t2Cc	Star	Megan Thee Stallion,Lucky Daye	trap queen,indie r&b,pop,r&b,alternative r&b,rap,houston rap,dance pop	7194611,458354	79,67	132	R&B - Best of 2022	2022-11-04	2	210160	True	0
46sp7NepvaPQrn14cTfdVr	Hot Shit	Cardi B,Kanye West,Lil Durk	trap,drill,chicago drill,pop,hip hop,rap,chicago rap,dance pop	20607119,18599551,4720270	80,90,81	182	Hip Hop - Best of 2022	2022-11-04	4	211649	True	0
0nl24LeDDUgUIUfaTK1KUa	Miss You	Oliver Tree,Robin Schulz	pop dance,deep house,german dance,deep euro house,alternative hip hop,pop,tropical house,dance pop,edm	1938763,2980262	79,80	128	Pop - Best of 2022	2022-11-04	2	206000	True	0
7ncIPt6aq8MZBa6ddCqL7z	For My Hand	Burna Boy,Ed Sheeran	nigerian hip hop,uk pop,nigerian pop,pop,afro dancehall,dancehall	3732348,104581897	78,89	134	FALL HITS 2022	2022-10-28	16	159123	False	1
0q42xGcVjnyR03nEHi5V5I	Real Talk	Roddy Ricch	trap,rap,melodic rap	8536703	79	182	Hip Hop - Best of 2022	2022-11-04	4	183186	True	0
4lRaeeyjLlJ4BeoLl2fCjp	Her	Megan Thee Stallion	trap queen,pop,rap,houston rap,dance pop	7194611	79	182	Hip Hop - Best of 2022	2022-11-04	4	137107	True	3
2aCdHDnzHwxzopmyJON8js	Miss You	Oliver Tree,Robin Schulz	pop dance,deep house,german dance,deep euro house,alternative hip hop,pop,tropical house,dance pop,edm	1938763,2980262	79,80	134	hits 2022	2022-10-28	18	206000	True	5
2FCO3wTtJCNbacK2il4kbK	Miss You	Oliver Tree,Robin Schulz	pop dance,deep house,german dance,deep euro house,alternative hip hop,pop,tropical house,dance pop,edm	1938763,2980262	79,80	179	Top Tracks 2022	2022-11-04	4	206000	True	4
4SvDLXzEbGJ1cUDqb4LzZR	On Repeat	Robin Schulz,David Guetta	pop dance,deep house,german dance,deep euro house,big room,pop,tropical house,dance pop,edm	2980262,24946642	80,88	182	Dance - Best of 2022	2022-11-04	1	190217	False	0
2Dt9z6K8TOYTngspjrdKUx	Miss You	Oliver Tree,Robin Schulz	pop dance,deep house,german dance,deep euro house,alternative hip hop,pop,tropical house,dance pop,edm	1938763,2980262	79,80	134	FALL HITS 2022	2022-10-28	16	206000	True	7
37GdI7e8VwxumeDXH945JH	Miss You	Oliver Tree,Robin Schulz	pop dance,deep house,german dance,deep euro house,alternative hip hop,pop,tropical house,dance pop,edm	1938763,2980262	79,80	182	TikTok Viral Hits November 2022	2022-11-04	12	206000	True	3
3MNMZr6aVpFlgFk4dH4M4h	Pressurelicious	Megan Thee Stallion,Future	trap,southern hip hop,trap queen,pop,atl hip hop,hip hop,rap,houston rap,dance pop	7194611,12389535	79,87	136	Rap Hits 2022	2022-11-04	4	173061	True	0
3dlCpXbm8yhyj8LbrnMNJX	Last Last	Burna Boy	nigerian pop,afro dancehall,nigerian hip hop,dancehall	3732348	78	133	Hits of 2022	2022-11-04	5	172342	False	0
29bRf1I6AvMWhOWxTIFPaW	For My Hand	Burna Boy,Ed Sheeran	nigerian hip hop,uk pop,nigerian pop,pop,afro dancehall,dancehall	3732348,104581897	78,89	134	Mood Boosters 2022	2022-11-04	7	159123	False	1
4PgkGmfKG6AaDuGuZNEwuq	Traductor	Tiago PZK,Myke Towers	trap argentino,reggaeton,trap latino	2716240,9803744	79,83	181	Èxitos España 2022	2022-10-28	22	222857	False	10
7fc2aPucKju2XarYVvstuJ	Little Things	ABBA	europop,swedish pop	9003341	78	95	Weihnachten 2022	2022-11-08	2	188320	False	0
4n45JcGXGAaYspQpGRqDxv	Cowboys Don't Cry	Oliver Tree	alternative hip hop	1938763	79	179	Alternative - Best of 2022	2022-11-04	1	189969	False	0
0obSv1DMJlyCefgWUlFoKo	Pressurelicious	Megan Thee Stallion,Future	trap,southern hip hop,trap queen,pop,atl hip hop,hip hop,rap,houston rap,dance pop	7194611,12389535	79,87	182	Hip Hop - Best of 2022	2022-11-04	4	173061	True	0
5sVAzczciDam5YPaAa1o7k	Last Last	Burna Boy	nigerian pop,afro dancehall,nigerian hip hop,dancehall	3732348	78	134	hits 2022	2022-10-28	18	172342	False	4
31JnVCwTlSXFFqEMa02x7n	Last Last	Burna Boy	nigerian pop,afro dancehall,nigerian hip hop,dancehall	3732348	78	132	All Out 2022	2022-11-04	5	172342	False	0
1H0t7IfnkWkym8u9QAv2Gf	Here Comes Santa Claus (Right Down Santa Claus Lane)	Elvis Presley	rock-and-roll,rockabilly	7413311	78	183	Natal 2022	2022-10-28	13	114066	False	1
0X1u5c6sNSPgcifx9RfSby	Traductor	Tiago PZK,Myke Towers	trap argentino,reggaeton,trap latino	2716240,9803744	79,83	179	Top Tracks 2022	2022-11-04	4	222857	False	4
65NtxlHvxKaKGDVw7IjKz5	Fuego forestal	Justin Quiles	latin hip hop,reggaeton,trap latino	3775735	79	181	Èxitos España 2022	2022-10-28	22	198520	True	5
32Bovfor5PB9JJl1yGaCyg	Last Last	Burna Boy	nigerian pop,afro dancehall,nigerian hip hop,dancehall	3732348	78	134	Mood Boosters 2022	2022-11-04	7	172342	False	1
7c6ACcWbFZolpSNT7SBKIB	Sincero	Don Omar	latin hip hop,reggaeton,puerto rican pop,trap latino	8181791	79	95	Noche de Brujas 2022	2022-10-31	11	218391	False	9
57BxmMsOnaEheXfHLr5uie	AEIOU	Justin Quiles,Robin Schulz	pop dance,latin hip hop,deep house,german dance,trap latino,deep euro house,pop,reggaeton,tropical house,dance pop,edm	3775735,2980262	79,80	181	Èxitos España 2022	2022-10-28	22	161880	False	12
7rq5LV4Gee0ptomAuB3cuM	Santa Claus Is Back In Town	Elvis Presley	rock-and-roll,rockabilly	7413311	78	183	Natal 2022	2022-10-28	13	142973	False	1
0GrrdXRVAsjwN6PrWjqCVf	Santa Bring My Baby Back (To Me)	Elvis Presley	rock-and-roll,rockabilly	7413311	78	183	Natal 2022	2022-10-28	13	112680	False	0
2UA0BGbhHZZl2yALTLbCzf	Soy Yo	Don Omar,Wisin,Gente De Zona	cubaton,latin hip hop,puerto rican pop,trap latino,reggaeton,latin pop	8181791,8318439,1487116	79,75,69	95	Noche de Brujas 2022	2022-10-31	11	218865	False	10
0j1qZEHyWjFmqQwyYU7A5D	Silent Night	Elvis Presley	rock-and-roll,rockabilly	7413311	78	183	Natal 2022	2022-10-28	13	146200	False	3
57rmk2RhIM31md87gWjLxM	Loco	Justin Quiles,Chimbala,Zion & Lennox	latin hip hop,trap latino,rap dominicano,dembow,reggaeton,dominican pop	3775735,469120,6807418	79,66,77	181	Èxitos España 2022	2022-10-28	22	231603	False	10
2rEsdzt7Dssofs1vBFeEVE	DARE	Gorillaz	alternative hip hop	9469882	79	182	Football Songs 2022	2022-10-28	7	244999	False	5
0SEhMzPQplTUoEM4wkXLJL	Head In The Clouds	Hayd	alt z,gen z singer-songwriter	201393	60	12	2022 Sad Love Song	2022-04-07	25	184559	False	35
6cjb9mNtKv9H6ZdKyDo7NJ	Slidin'	Jason Derulo,Kodak Black	trap,florida rap,post-teen pop,melodic rap,miami hip hop,pop rap,pop,hip hop,rap,dance pop,edm	11590833,8639867	78,81	128	Pop - Best of 2022	2022-11-04	2	156300	True	0
0hqcyCM4hN2cpX1cgzTn2b	Slidin'	Jason Derulo,Kodak Black	trap,florida rap,post-teen pop,melodic rap,miami hip hop,pop rap,pop,hip hop,rap,dance pop,edm	11590833,8639867	78,81	132	All Out 2022	2022-11-04	5	156300	True	0
6yi7iQ3IyypuaGShsrJO6S	Slidin'	Jason Derulo,Kodak Black	trap,florida rap,post-teen pop,melodic rap,miami hip hop,pop rap,pop,hip hop,rap,dance pop,edm	11590833,8639867	78,81	134	Mood Boosters 2022	2022-11-04	7	156300	True	0
4p0TCU9QdbJHxJ4OMVpBle	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	134	FALL HITS 2022	2022-10-28	16	191822	True	0
3ydyRRGf2QcT3KCyOndabQ	Slidin'	Jason Derulo,Kodak Black	trap,florida rap,post-teen pop,melodic rap,miami hip hop,pop rap,pop,hip hop,rap,dance pop,edm	11590833,8639867	78,81	133	Hits of 2022	2022-11-04	5	156300	True	0
6leatCGQ9EfshOXQeJElBj	Slidin'	Jason Derulo,Kodak Black	trap,florida rap,post-teen pop,melodic rap,miami hip hop,pop rap,pop,hip hop,rap,dance pop,edm	11590833,8639867	78,81	179	Top Tracks 2022	2022-11-04	4	156300	True	0
3dr57KKrsEYVDfAXUuV96K	Christmas Without You	Ava Max	pop,dance pop	5682550	79	10	Holly Jolly Christmas Songs 2022	2022-10-28	1	169245	False	0
1znDNNnkAmUqJqoNTxRMbC	Slidin'	Jason Derulo,Kodak Black	trap,florida rap,post-teen pop,melodic rap,miami hip hop,pop rap,pop,hip hop,rap,dance pop,edm	11590833,8639867	78,81	132	R&B - Best of 2022	2022-11-04	2	156300	True	0
56mZUtchxqmftifq9WUaO2	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	133	Hits of 2022	2022-11-04	5	191822	True	0
5Y4Rr74q91wCDfe5k3CdNr	Swim	Chase Atlantic	pop	3916502	78	133	Hits of 2022	2022-11-04	5	228786	False	5
69wySPUev55vRSjlPqvq8N	Lobby	Anitta,Missy Elliott	pagode baiano,funk pop,virginia hip hop,hip pop,funk carioca,pop nacional,pop rap,pop,urban contemporary,r&b,hip hop,rap,dance pop	12334332,2074290	78,69	128	Pop - Best of 2022	2022-11-04	2	157837	False	0
5ZgpMNjQmRj5LOlsnksHpv	Christmas Without You	Ava Max	pop,dance pop	5682550	79	10	Holly Jolly Christmas Songs 2022	2022-11-04	0	169245	False	0
5m3QFeE36VJcOPYcI0S7yy	Maybe You're the Problem	Ava Max	pop,dance pop	5682550	79	128	Pop - Best of 2022	2022-11-04	2	190318	False	0
3hwKZUDEit5sfahN4jVcS4	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	128	My Faves 2022	2022-11-04	1	191822	True	0
0kulMdjztebjldJvBC2aut	Christmas Without You	Ava Max	pop,dance pop	5682550	79	10	Everyday Is Christmas - Viral Songs 2022	2022-11-04	0	169245	False	0
48dM1dGc008vLGyNCZXJ4n	Christmas Without You	Ava Max	pop,dance pop	5682550	79	182	Weihnachtslieder 2022 - Bekannte Weihnachtslieder	2022-10-28	9	169245	False	3
2VQGJ1uJVsLsQnkC1VpTD7	Lobby	Anitta,Missy Elliott	pagode baiano,funk pop,virginia hip hop,hip pop,funk carioca,pop nacional,pop rap,pop,urban contemporary,r&b,hip hop,rap,dance pop	12334332,2074290	78,69	134	Mood Boosters 2022	2022-11-04	7	157837	False	0
6aQCxjTTiECM4OFFyvgeZQ	2 Be Loved (Am I Ready)	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	134	Mood Boosters 2022	2022-11-04	7	187107	False	0
1R2TRUbN9rPEX6tUOUSzwo	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	179	Top Tracks 2022	2022-11-04	4	191822	True	0
2DtrWwBTYNB2boF4Xffqpz	My Kind Of Present	Meghan Trainor	pop,post-teen pop,hip pop,dance pop	11997089	78	183	Natal 2022	2022-10-28	13	161013	False	0
7a3cqTz4UG9S16PlwhFDsJ	telepatía	Kali Uchis	pop,colombian pop	3268575	78	94	Autumn Mood 2022	2022-10-26	10	160191	False	0
4sStvHDwKKiprosPlelNjs	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	128	Pop - Best of 2022	2022-11-04	2	191822	True	0
3stg2OppaIsL8urgIz9xL7	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	132	All Out 2022	2022-11-04	5	191822	True	0
2ISmIkIA6Gu9kBAU8CffXT	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	134	Mood Boosters 2022	2022-11-04	7	191822	True	0
3lNvZwVhX2sDEYFmltnSWk	Memories	Conan Gray	pop,bedroom pop	6819052	79	12	2022欧美男声新势力	2022-11-10	0	248818	False	0
15Zunv9Ohdf7SKHxrmY4bQ	Envolver	Anitta	pagode baiano,funk pop,funk carioca,pop nacional,pop	12334332	78	133	Hits of 2022	2022-11-04	5	193805	False	0
7MNbu4ELBZRLdhU5P5ttaL	Envolver	Anitta	pagode baiano,funk pop,funk carioca,pop nacional,pop	12334332	78	128	My Faves 2022	2022-11-04	1	193805	False	0
4NPAba3Ew6o2KJj6CkIkK8	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	182	TikTok Viral Hits November 2022	2022-11-04	12	191822	True	1
0INRajDZ5qrmXEkfRNJumw	Lobby	Anitta,Missy Elliott	pagode baiano,funk pop,virginia hip hop,hip pop,funk carioca,pop nacional,pop rap,pop,urban contemporary,r&b,hip hop,rap,dance pop	12334332,2074290	78,69	179	Top Tracks 2022	2022-11-04	4	157837	False	0
6WhHOZTRYtzlFRVqZoUS2u	About Damn Time	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	132	R&B - Best of 2022	2022-11-04	2	191822	True	1
0O14yaPXqbKtvA12xPJsBy	2 Be Loved (Am I Ready)	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	182	TikTok Viral Hits November 2022	2022-11-04	12	187107	False	0
0ekNaQ3ra0wDjKqDcpKkH2	Lobby	Anitta,Missy Elliott	pagode baiano,funk pop,virginia hip hop,hip pop,funk carioca,pop nacional,pop rap,pop,urban contemporary,r&b,hip hop,rap,dance pop	12334332,2074290	78,69	132	R&B - Best of 2022	2022-11-04	2	157837	False	0
57ZRaYRoEybydH67Rsx9sm	Christmas Saves the Year	Twenty One Pilots	modern rock,rock	22739119	79	182	Weihnachtslieder 2022 - Bekannte Weihnachtslieder	2022-10-28	9	212405	False	3
3S8CGDbOczzH1uqKPsQsz8	Lobby	Anitta,Missy Elliott	pagode baiano,funk pop,virginia hip hop,hip pop,funk carioca,pop nacional,pop rap,pop,urban contemporary,r&b,hip hop,rap,dance pop	12334332,2074290	78,69	181	Pop 2022	2022-11-04	6	157837	False	2
6lBeb9T4wCbMm4gqnUnKbM	Special	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	132	R&B - Best of 2022	2022-11-04	2	174398	True	0
5ripJ19EYRmIhlt5hKubxH	Grrrls	Lizzo	pop,trap queen,minnesota hip hop,escape room	5131978	78	182	Hip Hop - Best of 2022	2022-11-04	4	121112	True	0
6FP4cC9t67AJ9JHBTRoLCA	I'll Be Home For Christmas - Recorded at Spotify Studios NYC	Demi Lovato	pop,post-teen pop,dance pop	23520711	79	92	Christmas Greatest Hits 2022	2022-11-02	11	206160	False	0
3rgfKwkoIlBZKg078kyVrj	Envolver	Anitta	pagode baiano,funk pop,funk carioca,pop nacional,pop	12334332	78	181	Èxitos España 2022	2022-10-28	22	193805	False	6
5klY6XeMURZ5BAdcVuvkHQ	Last Last	Burna Boy	nigerian pop,afro dancehall,nigerian hip hop,dancehall	3732348	78	128	Pop - Best of 2022	2022-11-04	2	172342	False	0
3XRSEvosnnfRaNKRRDdanm	Solid	Burna Boy,Blxst,Kehlani	nigerian hip hop,post-teen pop,nigerian pop,pop rap,pop,afro dancehall,r&b,dancehall,rap,dance pop	3732348,351679,6259024	78,71,74	132	R&B - Best of 2022	2022-11-04	2	195134	True	1
7zZvIdboG1nCwxmGxNZ81k	Ghost On The Dance Floor	blink-182	socal pop punk,rock,pop punk,punk	7255861	78	94	Halloween Hits 2022	2022-10-28	33	257519	True	5
1xTw6ksDVGGgzu1ej4RduU	Little Things	ABBA	europop,swedish pop	9003341	78	92	Christmas Greatest Hits 2022	2022-11-02	11	188320	False	1
1H0t7IfnkWkym8u9QAv2Gf	Here Comes Santa Claus (Right Down Santa Claus Lane)	Elvis Presley	rock-and-roll,rockabilly	7413311	78	183	Natal 2022	2022-10-28	13	114066	False	1
2zmgRyVSBsRSG67BVSPgIA	About Damn Time - Purple Disco Machine Remix	Lizzo,Purple Disco Machine	deep house,trap queen,pop,escape room,tropical house,minnesota hip hop,house	5131978,453317	78,71	182	Dance - Best of 2022	2022-11-04	1	218476	True	0
03tht4o3Hp8GwXrrrWK201	Here Comes Santa Claus	Elvis Presley	rock-and-roll,rockabilly	7413311	78	95	Hits Noël 2022	2022-10-27	5	116866	False	4
37EgQk4aZTHDOJ1xl0dLiT	El que espera	Anitta,Maluma	pagode baiano,funk pop,trap latino,funk carioca,pop nacional,reggaeton colombiano,pop,reggaeton	12334332,32531456	78,83	181	Èxitos España 2022	2022-10-28	22	170396	False	5
2my2BAkRQgfHtWa60nlWWM	Happy New Year	ABBA	europop,swedish pop	9003341	78	92	Christmas Greatest Hits 2022	2022-11-02	11	263693	False	1
6GFgWSLKpj2dMXMwqUyXAb	AEIOU	Justin Quiles,Robin Schulz	pop dance,latin hip hop,deep house,german dance,trap latino,deep euro house,pop,reggaeton,tropical house,dance pop,edm	3775735,2980262	79,80	182	Dance - Best of 2022	2022-11-04	1	161880	False	1
3rYPbmpwupFTb16euCroK2	I Won't Be Home For Christmas	blink-182	socal pop punk,rock,pop punk,punk	7255861	78	95	Noël Rock 2022	2022-11-10	0	198093	False	0
3qDWchbBmTxYnUdENIYOmg	Heat Waves	Glass Animals	gauze pop,shiver pop,indietronica	3438280	77	95	Summer 2022	2022-10-27	9	238805	False	1
6qLgNIK24GuX9l22Ta0G9k	You Deserve It All	John Legend	urban contemporary,pop,r&b,pop soul,neo soul	6298047	76	95	Kerst Pop 2022	2022-10-30	15	198626	False	0
0to7zpc0U8zBt5UQEJXRND	Noche de Novela	Paulo Londra,Ed Sheeran	uk pop,trap latino,pop,trap argentino,argentine hip hop	19184060,104581897	78,89	133	Hits of 2022	2022-11-04	5	191896	False	0
4ZfwkNq7Qur21pN1KUiotV	River (It’s Coming On Christmas)	Ellie Goulding	post-teen pop,metropopolis,uk pop,indietronica,electropop,pop,dance pop,edm	11286729	78	95	Kerst Pop 2022	2022-10-30	15	246493	False	0
4zSPt6plCTuofwDfh4MHtZ	Plan A	Paulo Londra	argentine hip hop,trap argentino,trap latino	19184060	78	181	Èxitos España 2022	2022-10-28	22	178202	False	5
4Z4qHVndxZe6J7ewFVAXEd	Noche de Novela	Paulo Londra,Ed Sheeran	uk pop,trap latino,pop,trap argentino,argentine hip hop	19184060,104581897	78,89	128	Pop - Best of 2022	2022-11-04	2	191896	False	0
6S99oSjm3OqxBdQqovBfWG	Noche de Novela	Paulo Londra,Ed Sheeran	uk pop,trap latino,pop,trap argentino,argentine hip hop	19184060,104581897	78,89	181	Èxitos España 2022	2022-10-28	22	191896	False	5
1DjJWosTMwFbN2b8DuMT9P	Pacify Her	Melanie Martinez	pop,alt z,electropop	15446645	76	133	Hits of 2022	2022-11-04	5	220013	False	0
6c8n2VDizKIeo1f43eahsQ	Pacify Her	Melanie Martinez	pop,alt z,electropop	15446645	76	132	All Out 2022	2022-11-04	5	220013	False	0
3hNRk35o3mbdW1tWCYfFKC	House of Memories	Panic! At The Disco	modern rock	11508027	77	182	TikTok Viral Hits November 2022	2022-11-04	12	208706	False	1
4ubg38wkWizzLsQwLuE6rM	In My Dreams	Red Velvet	k-pop girl group,k-pop	7707752	70	183	‘The ReVe Festival 2022 - Feel My Rhythm’	2022-03-21	65	204760	False	63
5itChEGwPjX7OUMW9dPrXs	You Deserve It All	John Legend	urban contemporary,pop,r&b,pop soul,neo soul	6298047	76	95	Christmas 2022	2022-11-01	11	198626	False	2
3B8cl0bvc41gsIYtTjWsK5	Don't Let the Light Go Out	Panic! At The Disco	modern rock	11508027	77	134	hits 2022	2022-10-28	18	229517	False	1
3g1m5QP4Rs19xUgzgv8xfd	Party en el Barrio	Paulo Londra,Duki	argentine hip hop,trap argentino,trap latino,trap triste	19184060,7206572	78,83	181	Èxitos España 2022	2022-10-28	22	236143	True	6
3eHsssFaCyWqLfeaD6ERhv	Middle of a Breakup	Panic! At The Disco	modern rock	11508027	77	128	My Faves 2022	2022-11-04	1	200037	False	0
3BP3AY4aZrhHczAZDwv6hd	Luces	Paulo Londra	argentine hip hop,trap argentino,trap latino	19184060	78	181	Èxitos España 2022	2022-10-28	22	172561	False	7
7yNcP83rsc17nGx1xjbLH1	Bring Me Love	John Legend	urban contemporary,pop,r&b,pop soul,neo soul	6298047	76	95	Hits Noël 2022	2022-10-27	5	200213	False	0
7LrAag9BZaLXn9Yj3Zqsga	You Deserve It All	John Legend	urban contemporary,pop,r&b,pop soul,neo soul	6298047	76	95	Weihnachten 2022	2022-11-08	2	198626	False	0
2cuf2jY0AJv2fM2402zSUF	Local God	Panic! At The Disco	modern rock	11508027	77	134	Mood Boosters 2022	2022-11-04	7	180797	False	0
1yo0PuhGoamXEr96iobpDx	I Know You Care	Ellie Goulding	post-teen pop,metropopolis,uk pop,indietronica,electropop,pop,dance pop,edm	11286729	78	90	Hello Autumn 2022	2022-10-26	11	206400	False	0
01PO8xlVdDkyGNwWf86AjA	Little Miss	NLE Choppa	memphis hip hop,viral rap	5274407	76	136	Rap Hits 2022	2022-11-04	4	190370	True	0
0BjfW5qbBdmImu6FVKbTC1	Twin Skeleton's (Hotel In NYC)	Fall Out Boy	emo,modern rock	9611976	76	94	Halloween Hits 2022	2022-10-28	33	220413	False	4
0myNLtw331EkshNXKL4V3f	O Holy Night	Ellie Goulding	post-teen pop,metropopolis,uk pop,indietronica,electropop,pop,dance pop,edm	11286729	78	95	Kerst Pop 2022	2022-10-30	15	194727	False	0
2za9XaRIWSaz1nOfqKgmp0	Christmas (Baby Please Come Home)	Mariah Carey	pop,r&b,dance pop,urban contemporary	8269247	77	183	Natal 2022	2022-10-28	13	153240	False	2
22LyPmQ4TCoOjBSNRvJHiO	Don't Let the Light Go Out	Panic! At The Disco	modern rock	11508027	77	132	All Out 2022	2022-11-04	5	229517	False	0
74pnE7NPZ0G6uDQYbWXc3n	I Know You Care	Ellie Goulding	post-teen pop,metropopolis,uk pop,indietronica,electropop,pop,dance pop,edm	11286729	78	94	Love Autumn 2022	2022-10-26	11	206400	False	0
619CrP5YsyVzmUapJSwyqy	Viva Las Vengeance	Panic! At The Disco	modern rock	11508027	77	179	Alternative - Best of 2022	2022-11-04	1	206580	False	0
77VfXaHVSsooByPrjKvYvs	This Is Why	Paramore	candy pop,pixie,pop punk,pop emo	7257483	77	134	hits 2022	2022-10-28	18	207652	False	3
3dU92Axq8zBlE2INezSgW5	Jesus Born on This Day	Mariah Carey	pop,r&b,dance pop,urban contemporary	8269247	77	183	Natal 2022	2022-10-28	13	220840	False	0
6EmmfqXSaAT3diFNPjWiLb	O Holy Night	Ellie Goulding	post-teen pop,metropopolis,uk pop,indietronica,electropop,pop,dance pop,edm	11286729	78	95	Christmas 2022	2022-11-01	11	194727	False	1
