id	name	genres	followers	popularity
1mhlGWeiNrWnhJJc2EufYk	Gene Kelly	adult standards, lounge, vintage hollywood	82803	44
1i8SpTcr7yvPOmcqrbnVXY	Ozuna	puerto rican pop, reggaeton, trap latino	34159175	87
0GOx72r5AAEKRGQFn3xqXK	GIMS	francoton, french hip hop, rap conscient	3619272	69
6O9WquDfQTxGRZqZUXVEQx	RedOne	moroccan pop	53565	51
5C01hDqpEmrmDfUhX9YWsH	FIFA Sound		1535	49
0ZCO8oVkMj897cKgFH7fRW	Los Ángeles Azules	gruperas inmortales, musica mexicana, nu-cumbia, tropical	6380690	74
2UZIAOlrnyZmyzt1nuXr9y	Nicki Nicole	argentine hip hop, r&b argentino, trap argentino, trap latino	3411573	75
2wUjUUtkb5lvLKcGKsKqsR	Alessia Cara	canadian contemporary r&b, canadian pop, dance pop, electropop, pop, post-teen pop	10817801	73
10exVja0key0uqUkk6LJRT	Vance Joy	folk-pop, pop	2694312	74
3Z02hBLubJxuFJfhacLSDc	Bryan Adams	canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock	2815349	73
2wOqMjp9TyABvtHdOSOTUS	Ludwig van Beethoven	classical, classical era, early romantic era, german romanticism	4548245	70
4YqGpFG9xqeryfOQ42Iu6p	Yegor Dyachkov		23	15
2aEst9M9mH1HekrB1fjT6v	Jean Saulnier		34	15
2hR4h1Cao2ueuI7Cx9c7V8	Cavetown	bedroom pop, indie pop	3475355	73
6dn6x1XOng3LOAnfTjUn77	AJ Mitchell	alt z, dance pop, electropop, pop, post-teen pop	814443	61
3hYtANQYrE6pd2PbtEyTIy	Los Tigres Del Norte	norteno	4031545	74
1gPhS1zisyXr5dHTYZyiMe	Kevin Gates	baton rouge rap, pop rap, rap, southern hip hop, trap	5423935	73
4GvEc3ANtPPjt1ZJllr5Zl	Bazzi	dance pop, electropop, pop	5197580	72
4STHEaNw4mPZ2tzheohgXB	Paul McCartney	album rock, beatlesque, classic rock, folk rock, mellow gold, rock, soft rock	4169047	68
6QEKXJs8gQCiyBq5L8knco	Linda McCartney	classic uk pop	17352	49
2gBjLmx6zQnFGQJCAQpRgw	Nelly	dance pop, hip hop, pop rap, southern hip hop, st louis rap, urban contemporary	2267131	73
3b8QkneNDz4JHKKKlLgYZg	Florida Georgia Line	contemporary country, country, country pop, country road, modern country rock	4964813	74
0huGjMyP507tBCARyzSkrv	Cordae	dmv rap, hip hop, rap, trap, underground hip hop	1823102	66
3win9vGIxFfBRag9S63wwf	Bailey Zimmerman	contemporary country	251037	72
0M2CO5ijP35MDhNwvpgxTV	sped up nightcore	nightcore, sped up	36802	72
4S9EykWXhStSc15wEx8QFK	Céline Dion	canadian pop	6710168	72
5bSfBBCxY8QAk4Pifveisz	La Arrolladora Banda El Limón De Rene Camacho	banda, musica mexicana, ranchera	5419728	73
6sq1yF0OZEWA4xoXVKW1L9	Alejandro Fernández	latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera, rock en espanol	6158663	75
6uVeWolwyRDrT84lLsaZyW	Suicide	alternative rock, art rock, experimental, experimental rock, industrial, new wave, no wave, synth punk	143805	40
3TOqt5oJwL9BE2NG9MEwDa	Disturbed	alternative metal, nu metal, rap metal	5613095	72
4sTQVOfp9vEMCemLw50sbu	Galantis	dance pop, edm, electro house, pop, pop dance, tropical house	3282419	72
7pwufEBGfggjoI8twqlsmQ	Nessa Barrett	alt z, pop, social media pop	897750	72
4QTVePrFu1xuGM9K0kNXkk	Dexys Midnight Runners	new romantic, new wave, new wave pop	206782	60
7ipGLKpbyUOKFaji4MY19m	Kevin Rowland	solo wave	2677	50
58R30oixEWaD1YGduLJpR5	Dylhen	progressive trance	2061	30
3jOstUTkEu2JkjvRdBA5Gu	Weezer	alternative rock, modern power pop, modern rock, permanent wave, rock	2918358	72
4yiQZ8tQPux8cPriYMWUFP	Gwen Stefani	dance pop, pop, post-teen pop	5610323	71
2VZNmg4vCnew4Pavo8zDdW	Max Richter	compositional ambient, post-minimalism	806634	71
1PMibp1HV8tdZaib2DXOdH	Elena Urioste		1173	43
7FKUsKktgY7Zf8iAL6wOls	Chineke! Orchestra	british orchestra	4230	52
45eNHdiiabvmbp4erw26rg	ILLENIUM	edm, melodic dubstep, pop, pop dance, tropical house	1307110	71
33qOK5uJ8AR2xuQQAhHump	Teddy Swims		578763	66
1UTPBmNbXNTittyMJrNkvw	Blake Shelton	contemporary country, country, country road, oklahoma country	6721052	69
6x2LnllRG5uGarZMsD4iO8	Thomas Rhett	contemporary country, country, country road	4265987	72
4MoAOfV4ROWofLG3a3hhBN	Jon Pardi	contemporary country, country, country road, modern country rock	1504308	70
2QMsj4XJ7ne2hojxt6v5eb	Riley Green	contemporary country, country, country road	483285	66
048LktY5zMnakWq7PTtFrz	CKay	afro r&b	1072157	71
22wbnEMDvgVIAGdFeek6ET	Benson Boone	pop	457201	71
4boI7bJtmB1L3b1cuL75Zr	Mon Laferte	latin alternative	4946527	71
