id	name	popularity	available markets	release date	total tracks
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
5eA0qtE7Yu29XiMlwoby2G	Nevermind (30th Anniversary Super Deluxe)	57	171	2021-11-12	75
3fkcxlhEdqpXnP4b5Z4yWG	Ennio Morricone Remixes (2021 Remastered Version)	31	183	2021-11-12	27
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
4SO25UH7HeZSVGNzHhYiCJ	A Northern Star, A Perfect Stone (2021)	30	182	2017-07-28	10
6Q9ZBNbwJkrHEUwD3YNV8s	Heaven and Hell (Deluxe Edition)	36	2	1980-04-21	19
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
7MWlF2Xw4QttZE4gWF53Lv	Pobre Cabron (2021)	18	183	2021-02-26	1
5fmJvOgfxX37ndWmbnOL2U	Jam in the Van - AJ Lee & Blue Summit (Live Session, Paso Robles, CA, 2021)	19	183	2022-01-19	2
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
52GG7Vkn6OvtAMJ05dwFHG	Good Day (2021)	19	183	2021-01-15	2
3Ul8Nyuzr2AEwE8iSrQepC	Now	51	183	2001-08-14	11
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
5XmhHMj5LZLWo32aA6ntKE	Oh, Inverted World (20th Anniversary Remaster)	60	183	2001-06-19	11
5XmhHMj5LZLWo32aA6ntKE	Oh, Inverted World (20th Anniversary Remaster)	60	183	2001-06-19	11
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
2fa6S64r2MKEECpx7LVqqq	Autumn Vibes 2021	32	94	2021-10-18	51
3q19nHDy5syTZlXekcmYOG	2020 Crossing Hell 2021	16	183	2020-12-30	1
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
5LgNOsgtQVv70wY0X6eH0t	Popurri 2021	38	183	2021-04-16	7
4y4K9qHavHcAZ33GM5JkIU	House Music 2021	40	180	2021-10-01	35
56IbjcT2BEWuVfId40XOBS	Fourplay (30th Anniversary Edition)	32	139	1991	12
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
5zJ5Hz4a5OACoowuL3x86m	L.A. Woman (50th Anniversary Deluxe Edition)	39	183	2021-12-03	29
5IDJBkr9EzMofENo4ScNxi	BLACKPINK 2021 'THE SHOW' LIVE	53	128	2021-06-01	15
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
6uEzgIGDVyYfx0yyfON43T	Romances de una Nota 2021, Vol.2	55	183	2021-10-14	18
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
2yApvdfgG74FlAW2L4tlTW	I SAY MAMAMOO : THE BEST	52	182	2021-09-15	23
4wWi3uFdpNLF8rxJ1dBYrq	Vol. 4 (2021 Remaster)	40	2	1972-09-25	10
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
6iEvzYibK66bCAhDypr6L2	Higher (The Voice Australia 2021 / Grand Finalist Original)	32	183	2021-09-05	1
6Q9ZBNbwJkrHEUwD3YNV8s	Heaven and Hell (Deluxe Edition)	36	2	1980-04-21	19
7GU6LptgVNtlodcWcRsnHN	April Fools (2021 Mix)	29	183	2021-11-05	12
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
01018kIpMNDTe0WrYornLN	I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)	55	183	2021-06-30	1
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
4hGBSFBJxqDFSLVhrsbZQS	Melody of Hope (2021 Version)	24	183	2021-10-22	1
1NpQFOxBNDvzMs36mAUfTA	Young Pop Renegades 2021: Origin	35	183	2021-10-01	11
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
5IDJBkr9EzMofENo4ScNxi	BLACKPINK 2021 'THE SHOW' LIVE	53	128	2021-06-01	15
4IBKtjVd7AqCy27G5kzmWU	Summer 2021 Anime Piano, Vol.1	35	183	2021-08-14	7
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
3Lt1ZmZ7qG44cDWBfkYR9c	Best Picture Awards 2021	31	95	2021-04-30	26
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
3FVx8KyZez2FCz3UQemuG0	Valentin-napi Retro Válogatás 2021	34	95	2021-02-01	27
5zJ5Hz4a5OACoowuL3x86m	L.A. Woman (50th Anniversary Deluxe Edition)	39	183	2021-12-03	29
4nmmkrRG4aFmEoC9Xq1Ogk	Way Back Home (2021)	28	183	2021-07-04	2
5eU8DCQKzpinsnzAAJwlbf	KIDZ BOP 2021	55	153	2020-10-23	44
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
3DwfU3i2PIlyzFKOniqlhz	2021最美的夜bilibili晚会 (Live)	32	183	2022-01-01	16
3usZ7im5mkX0BSZW4iQO2j	Space Groove - 2021	24	183	2021-04-01	1
2yApvdfgG74FlAW2L4tlTW	I SAY MAMAMOO : THE BEST	52	182	2021-09-15	23
7eNLoDqgE7szA9iKDc8SLD	Hand On The Pump (DJ MUGGS 2021 Remix)	25	183	2021-10-08	1
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
3PgP9HIAfyoFYXaJbnXgNk	G-Nat!on: The Complete Collection (The Voice Australia 2021)	45	183	2021-09-12	5
5hu8tBaSUvCRgRqS78eqKz	Crisálida Ecléctica	23	183	2022-05-27	17
1xx5TFBW9TND9G32O3wKCt	El Camino (10th Anniversary Super Deluxe Edition)	42	183	2021-11-05	51
3Zt6FgtY0bWuJ7O84xGPHK	Top Latin Songs 2021	27	95	2021-12-07	30
5HfpC37ROh5H7oKZ8AVQQt	Physical: Empowerment	21	95	2022-03-04	5
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
410tkx5NoHOwcJzVNp8CNT	Yearbook 2021	32	183	2022-02-24	12
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
3RBDiTNxMfORg1PAcCn4XK	Greece 2021	40	183	2021-07-09	2
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
1gDTTn1hrIVJ1Cs1e2vtqr	Can't You Feel How that Sounds (Live at Brooklyn Bowl, Nashville, 2021)	19	182	2022-06-10	2
3gasfdY9NwSH3iR0KxEhfm	Remixed Vol. 1 (1985 – 2000)	35	183	2021-10-22	22
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0SFtIrRytNI4kcf93Tbhdf	Actual Life 2 (February 2 - October 15 2021)	61	183	2021-11-19	16
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
4kY7Ar13EtCNAOv3wK44fH	10 Years Of The Vamps	42	182	2022-10-14	12
1NZhmebkJhc5khghkPyfJs	2021	49	183	2021-02-19	16
4A6BojfsBKKxS5M0bz6yrN	Winter's End 2021	58	183	2021-02-19	16
1NZhmebkJhc5khghkPyfJs	2021	49	183	2021-02-19	16
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
1jSPxsZxhRpRphIkAUeUHI	Summer Hits 2000-2021	37	134	2021-07-02	50
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
5IDJBkr9EzMofENo4ScNxi	BLACKPINK 2021 'THE SHOW' LIVE	53	128	2021-06-01	15
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
6CfZkq2gT8JmDKJGgHOIf1	closer to closure	61	183	2022-05-26	9
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
1NZhmebkJhc5khghkPyfJs	2021	49	183	2021-02-19	16
1NpQFOxBNDvzMs36mAUfTA	Young Pop Renegades 2021: Origin	35	183	2021-10-01	11
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3qRjN6rGaOXpJggBkSELzc	The Virtual Road – U2 Go Home: Live From Slane Castle Ireland EP (Remastered 2021)	37	183	2021-03-17	4
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
2N8l2cxeIlx0LKzQGUGQjy	Infinito 2021, Vol.2	65	183	2021-07-29	19
2YfEwmpywZ9Ha1Bu0u12nI	Repaint My Mind, 2021	37	183	2021-05-14	8
0SFtIrRytNI4kcf93Tbhdf	Actual Life 2 (February 2 - October 15 2021)	61	183	2021-11-19	16
4ns4vxdkk4PdkneLNfJL52	Theatre of Pain (2021 - Remaster)	57	182	1985-06-21	10
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0kmPn6M3cue7rec6Unw6BD	You Will Never Know Why (2021 Remaster)	49	183	2009	17
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
2XAnbc4vo0QlhlMA2bOlFD	Sabotage (2021 Remaster)	32	2	2021-06-11	8
5IDJBkr9EzMofENo4ScNxi	BLACKPINK 2021 'THE SHOW' LIVE	53	128	2021-06-01	15
3IWhmvo4L3HhMzGTFZ1mXX	2021.11.21 Denver, CO	36	183	2021-12-24	14
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
5LgNOsgtQVv70wY0X6eH0t	Popurri 2021	38	183	2021-04-16	7
5qC55r33Zx0lo1OWS8GXR1	February 18, 2021: Perseverance - Mars Landing	19	183	2021-02-17	1
3fsvP3h44bpA7tCbIuO3Wt	Sexy Robot (2021 Remaster)	29	181	1983-10-21	10
2TgLjrozwbkq1EUrmqeMd4	Quiet Music (35th Anniversary Remastered 3-Hour Collection)	25	183	1986-04-16	10
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
6TP5TFRZIIdhwdKzqAQ8wj	Beautiful World (2021 Remastered)	28	183	2007-08-29	1
7wAADcoEepJlzQPfKlX5S3	Actual Life 2 Piano EP (February 2 - October 15 2021)	43	182	2022-04-27	5
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
3sEKHdAwlCOwRymaRriRp6	Workout Music 2021	34	95	2021-01-29	45
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3bleVECMZl4WI7OyjtFV2e	门的另一端(游戏《原神》2021生日会同人曲)	26	183	2021-09-27	1
3IWhmvo4L3HhMzGTFZ1mXX	2021.11.21 Denver, CO	36	183	2021-12-24	14
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
54Ij0Mlmyj4PQEo3IIgsI4	Here's To My Lady (Remastered 2021)	28	182	1966-11-07	11
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3u48TN7Z0Q5QRH8Q7KVFUW	Covering the World (2021)	49	183	2022-03-09	12
66cSCYHzE9eWbgtICJ7ceI	Annual 2021	40	160	2021-12-24	15
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
33tq7mzFDfdqc5riRJEnDi	No Boys No Problem	26	183	2021-02-01	12
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
2XAnbc4vo0QlhlMA2bOlFD	Sabotage (2021 Remaster)	32	2	2021-06-11	8
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
1xx5TFBW9TND9G32O3wKCt	El Camino (10th Anniversary Super Deluxe Edition)	42	183	2021-11-05	51
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
2yApvdfgG74FlAW2L4tlTW	I SAY MAMAMOO : THE BEST	52	182	2021-09-15	23
5IDJBkr9EzMofENo4ScNxi	BLACKPINK 2021 'THE SHOW' LIVE	53	128	2021-06-01	15
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
1164QDi9CiftjLg0ecvooW	U.U.F.O.	44	182	2021-07-11	27
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
4y4K9qHavHcAZ33GM5JkIU	House Music 2021	40	180	2021-10-01	35
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
2jl246ubUVZoFZeIGiKQQb	Sleepwalk (New Stereo Mix 2021)	20	183	2021-01-01	1
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
4he7R24eqd1EbF9kegiAK8	R&B: From Doo-Wop To Hip-Hop	64	181	1999-10-08	39
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0kmPn6M3cue7rec6Unw6BD	You Will Never Know Why (2021 Remaster)	49	183	2009	17
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0GnuVPbMZOyajT6qWcfsMi	Covers 2021	45	183	2022-01-15	11
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
1BdxbYp1FaNejpDgtDo25V	Let It Be (Super Deluxe)	55	183	2021-10-15	57
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
0GnuVPbMZOyajT6qWcfsMi	Covers 2021	45	183	2022-01-15	11
3Ui0xzVmKgfphMEQpgs9e0	Too Fast For Love (2021 - Remaster)	39	182	1981-11-10	9
7fZcJiON0dNa4iE2miGmhw	Satellite (Expanded Edition; 2021 Remaster)	36	183	2021-09-03	27
2ZdeEP4Kla9NTIX28RnEKJ	Someday We Will Foresee Obstacles (20th Anniversary Edition)	27	183	2008-01-15	17
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
0dDzckGxFn6NLbRtmQRynC	Lofi HipHop Beats 2021 Mix - Chill Beats To Study To	40	183	2021-01-29	50
4OaMsk8VihZmMNIx8oYdoo	A State Of Trance Year Mix 2021 (Mixed by Armin van Buuren)	52	183	2021-12-09	106
1GN5bmca3zJcBvfI1tOD2J	Champion (Summer 2021 LEC Playoffs Anthem)	33	183	2021-08-13	1
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0LpJihfyyiw5co8WS9NklT	Under A Winter's Moon (Live At Knox Church, Stratford, Ontario / 2021)	24	2	2022-11-18	23
6r2C6v9xeuXlDNhEiwKFWs	Scene #3	34	183	2021-03-31	8
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3IWhmvo4L3HhMzGTFZ1mXX	2021.11.21 Denver, CO	36	183	2021-12-24	14
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
1NuMT4hng0MKJpQ0dXgtE8	Life On Mars? (Live At A Bowie Celebration 2021)	26	183	2021-03-18	1
2yApvdfgG74FlAW2L4tlTW	I SAY MAMAMOO : THE BEST	52	182	2021-09-15	23
4tRyMXoOGENdKI4tJGQXv5	Pride Month 2021	29	183	2021-06-11	36
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
1tB5rBaS39pf3cL6Qq86Oo	Calor (Remix)	39	183	2020-07-30	1
2yApvdfgG74FlAW2L4tlTW	I SAY MAMAMOO : THE BEST	52	182	2021-09-15	23
220mPytKBACFwCIC9Zw2qk	The Get Up!	30	181	2022-11-18	22
74xlbvJ97V6bZBk19NVFAj	Clouds (2021)	14	183	2021-03-04	1
2Y7fURPZCCr4iZIrM2S3dR	Lean Into It (30th Anniversary Edition)	58	183	1991	24
5eU8DCQKzpinsnzAAJwlbf	KIDZ BOP 2021	55	153	2020-10-23	44
3vHxkAyC36Bi581ZUysCtZ	La Voce Del Padrone (Remastered)	51	183	1981	7
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0dyTtlGRslN0ZOGtA4rTlx	Singles 2020 - 2021	50	182	2022-01-14	11
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3Ul8Nyuzr2AEwE8iSrQepC	Now	51	183	2001-08-14	11
0ImH3KcLA3NALG1r6vz7Fw	Best of Bassrush: 2021 (Mixed by JEANIE)	27	183	2022-01-07	20
1UlHE5grpMvpxOxccsNCFD	Head & Heart (The Voice Australia 2021 Performance / Live)	27	183	2021-09-05	2
6Uput9dYdP4sYw9akBCw0y	Future Funk 2021	19	183	2021-01-01	1
5MoABbHznJUM1jwGlJqmLl	Cherry Tree (2021 Remaster)	47	183	2004-07-19	7
3fsvP3h44bpA7tCbIuO3Wt	Sexy Robot (2021 Remaster)	29	181	1983-10-21	10
5IDJBkr9EzMofENo4ScNxi	BLACKPINK 2021 'THE SHOW' LIVE	53	128	2021-06-01	15
2YfEwmpywZ9Ha1Bu0u12nI	Repaint My Mind, 2021	37	183	2021-05-14	8
39uIXJh4b2dmXd1oDRxGTQ	Fancy Like (Yeah we fancy like Applebee's on a date night)	22	183	2021-06-22	1
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
5MoABbHznJUM1jwGlJqmLl	Cherry Tree (2021 Remaster)	47	183	2004-07-19	7
404ZLa7DmqUyGCNp3dYvjH	Kinda Love (2021 Edit)	23	180	2020-12-11	2
3s5C5x17UMwQ3WE0nsS6af	Live at Brooklyn Bowl Nashville	23	182	2022-07-22	6
6SwiA8jen7umxi9L8y1Oy4	An Old Time Christmas (Deluxe Edition)	32	183	1989-08-25	13
2yApvdfgG74FlAW2L4tlTW	I SAY MAMAMOO : THE BEST	52	182	2021-09-15	23
7xsrYYPSFdoMdsUSypnF5f	Restless Heart (25th Anniversary Edition)	33	183	1997-03-26	59
6tQYvyMWqbpd7d7xAB7SdV	Technical Ecstasy (2021 Remaster)	26	2	2021-10-01	8
13VOOTD4mkPZdwg0qJ2YCs	Pop of the 2000s: Celebrating Pride 2021	28	88	2021-05-28	74
2y8abixX1nWPRYdEkLDK4k	The Second (Hitman 2 Song 2021 Remaster)	19	183	2021-01-22	2
4zz35gXAZx6pxxMUvAExxI	Best of 2021 Medley: Stay / Driver's License / Easy on Me / Leave the Door Open / Butter	23	183	2021-12-24	1
4OaMsk8VihZmMNIx8oYdoo	A State Of Trance Year Mix 2021 (Mixed by Armin van Buuren)	52	183	2021-12-09	106
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
7kpcvCUADmGFDCixfHlBr9	I am ... RAYCHELL ~10th Anniversary Music Collection~ (2021 Remastered Version)	23	183	2021-11-17	47
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
4CSnMaHO9HSOmpIYvS6lCY	Si Te Sabes (El TikTok Baila Junio 2021)	28	183	2021-06-23	1
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
17eA7o5OCkQfN6J1hAjizF	R&B Party 2021	25	95	2021-04-30	39
46bAcmlRXxVnihvTco6WQ7	Emergency Room(2021)	25	183	2021-05-07	2
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0kmPn6M3cue7rec6Unw6BD	You Will Never Know Why (2021 Remaster)	49	183	2009	17
4OaMsk8VihZmMNIx8oYdoo	A State Of Trance Year Mix 2021 (Mixed by Armin van Buuren)	52	183	2021-12-09	106
1164QDi9CiftjLg0ecvooW	U.U.F.O.	44	182	2021-07-11	27
3y3zDwE8BWfron6iRNSSiM	ニウロマンティック~ロマン神経症~ (2021 Yoshinori Sunahara Remastering)	25	183	1981-05-24	9
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
6wFrmcc2DvHJz3t3kpWEZ1	Young's Old Covers (2019-2021)	47	183	2021-12-14	50
6iEs6clt0QoAW4y0dzd3JH	Physical (Deluxe Edition)	57	183	1981	31
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0pVnYtp3cKrmhAqiGPcXHa	2021-2029 Women’s Development Program Compulsory Floor Exercise (Music for Competition)	35	183	2021-06-04	5
1nFB8QplQIMAW7WavViN9B	Buena Vista Social Club (25th Anniversary Edition)	51	182	2021-09-17	33
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3MZH0Cvtpcxg0k0IxU2WYQ	Canyon Worship 2021	27	183	2021-09-10	10
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
0Xy3PyBtqk8WO6FMQ56sTR	Fresquito	33	183	2021-07-01	1
0kmPn6M3cue7rec6Unw6BD	You Will Never Know Why (2021 Remaster)	49	183	2009	17
2YfEwmpywZ9Ha1Bu0u12nI	Repaint My Mind, 2021	37	183	2021-05-14	8
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
7adTXbywxknikSwjTEXlaT	2021 New: Calming Noise For Happy Mornings, Gain Strength, And Much More	42	183	2021-02-14	42
5eU8DCQKzpinsnzAAJwlbf	KIDZ BOP 2021	55	153	2020-10-23	44
0SFtIrRytNI4kcf93Tbhdf	Actual Life 2 (February 2 - October 15 2021)	61	183	2021-11-19	16
1NZhmebkJhc5khghkPyfJs	2021	49	183	2021-02-19	16
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
3mc7YfYD6vojcREl0OA6Ly	Spring Breakers 2021	29	95	2021-03-12	49
3kMxm04sEdG5qzVA3ZOGmH	Grateful Dead (Skull & Roses) [50th Anniversary Expanded Edition] [Live]	31	183	2021-06-25	21
3fF9e74D7mJUFQdkfxtQu2	Yaaba (2021 Remastered Version)	24	183	2021-11-28	1
0ClfZOLWWYaTFRVzUiDS87	Chillhop Essentials Fall 2021	49	183	2021-09-15	28
5d3ArWBKRVfGsl4VHNcGyX	Pride Hits 2021	30	95	2021-06-14	27
4aPDMXB1iIG0ZTy9MkOMFb	2019 - 2021	57	182	2021-07-08	50
49SANqFzC6Z64X4ZgdYqzt	Resist (2021 Remaster)	44	183	2001-09-17	16
1Dc4LQV7hb8Epez1YbJwC5	2021 Never Ending Christmas Carols vol. 1	29	183	2021-12-23	71
35DIb6j45YmbHAfyN7HgaG	Lofi Fruits Music 2021	68	183	2021-06-09	150
0pVnYtp3cKrmhAqiGPcXHa	2021-2029 Women’s Development Program Compulsory Floor Exercise (Music for Competition)	35	183	2021-06-04	5
2hXkN4hk2lHAJZQc7QRuqE	Show Your Pride 2021	34	95	2021-05-11	43
1nFB8QplQIMAW7WavViN9B	Buena Vista Social Club (25th Anniversary Edition)	51	182	2021-09-17	33
24SZWLzJpd7PE0gsUqMlY6	This Is Aperture (Remastered 2021)	20	183	2021-12-28	1
5eU8DCQKzpinsnzAAJwlbf	KIDZ BOP 2021	55	153	2020-10-23	44
1U0neU1K7zMAtqjV1LeyrB	Japanese Zen Garden 2021 (Peaceful Music, Calming Meditation Music)	37	183	2021-08-24	16
